Hawaii,5.07000017166138,4.01999998092651,1.05000019073486
California,5.53000020980835,4.51999998092651,1.01000022888184
Washington,5.15000009536743,4.17999982833862,0.970000267028809
Nevada,4.65999984741211,3.72000002861023,0.93999981880188
Kentucky,3.72000002861023,2.83999991416931,0.880000114440918
Oregon,4.69999980926514,3.8199999332428,0.879999876022339
Alaska,4.48000001907349,3.61999988555908,0.860000133514404
Utah,3.88000011444092,3.01999998092651,0.860000133514404
Illinois,3.92000007629395,3.07999992370605,0.840000152587891
Pennsylvania,3.96000003814697,3.11999988555908,0.840000152587891
Massachusetts,4.11999988555908,3.27999997138977,0.839999914169312
Connecticut,4.07999992370605,3.24000000953674,0.839999914169312
Colorado,3.8199999332428,2.98000001907349,0.839999914169312
New York,4.21999979019165,3.38000011444092,0.839999675750732
Idaho,3.94000005722046,3.11999988555908,0.820000171661377
New Hampshire,3.88000011444092,3.05999994277954,0.820000171661377
New Jersey,3.98000001907349,3.16000008583069,0.819999933242798
Michigan,3.77999997138977,2.96000003814697,0.819999933242798
Montana,3.72000002861023,2.92000007629395,0.799999952316284
Rhode Island,3.94000005722046,3.14000010490417,0.799999952316284
Vermont,4.01999998092651,3.22000002861023,0.799999952316284
Maine,3.83999991416931,3.03999996185303,0.799999952316284
Maryland,3.8199999332428,3.01999998092651,0.799999952316284
Delaware,3.74000000953674,2.94000005722046,0.799999952316284
Virginia,3.72000002861023,2.92000007629395,0.799999952316284
Wisconsin,3.6800000667572,2.88000011444092,0.799999952316284
Florida,3.6800000667572,2.88000011444092,0.799999952316284
West Virginia,3.6800000667572,2.88000011444092,0.799999952316284
Georgia,3.55999994277954,2.77999997138977,0.779999971389771
North Carolina,3.61999988555908,2.83999991416931,0.779999971389771
Ohio,3.61999988555908,2.83999991416931,0.779999971389771
Indiana,3.53999996185303,2.75999999046326,0.779999971389771
Arizona,4.01999998092651,3.24000000953674,0.779999971389771
New Mexico,3.64000010490417,2.88000011444092,0.759999990463257
Wyoming,3.57999992370605,2.8199999332428,0.759999990463257
South Carolina,3.51999998092651,2.75999999046326,0.759999990463257
North Dakota,3.57999992370605,2.8199999332428,0.759999990463257
South Dakota,3.51999998092651,2.75999999046326,0.759999990463257
Nebraska,3.44000005722046,2.6800000667572,0.759999990463257
Tennessee,3.48000001907349,2.72000002861023,0.759999990463257
Alabama,3.44000005722046,2.6800000667572,0.759999990463257
Arkansas,3.42000007629395,2.66000008583069,0.759999990463257
Louisiana,3.46000003814697,2.70000004768372,0.759999990463257
Texas,3.48000001907349,2.72000002861023,0.759999990463257
Mississippi,3.38000011444092,2.64000010490417,0.740000009536743
Missouri,3.42000007629395,2.6800000667572,0.740000009536743
Iowa,3.34999990463257,2.61999988555908,0.730000019073486
Oklahoma,3.24000000953674,2.53999996185303,0.700000047683716
Kansas,3.25,2.55999994277954,0.690000057220459
Minnesota,3.51999998092651,2.83999991416931,0.680000066757202
